,Courses,Classes
4450," CHE 6442 Applied Surface Chemistry
","16152 001Lecture (3)Open2 / 25David GreenTuTh 2:00pm - 3:15pmMaterials Science Bldg 171
"
4451," CHE 6442 Applied Surface Chemistry
","18182 600Lecture (3)Open6 / 10David GreenTBADesktop-Asynchronous
"
4452," CHE 6447 Biochemical Engineering
","15591 001Lecture (3)Open 5 / 40George PrpichTuTh 3:30pm - 4:45pmWilsdorf Hall 101
"
4453," CHE 6476 Process Design and Economics
","15592 001Lecture (4)Open 0 / 70Eric AndersonTuTh 12:30pm - 1:45pmChemical Engineering Bldg 005
"
4454," CHE 6561 Special Topics in Chemical Engineering
","18280 001Lecture (3)Open15 / 30Rachel LetteriTuTh 2:00pm - 3:15pmWilsdorf Hall 101
"
4455," CHE 6618 Chemical Reaction Engineering
","15085 001Lecture (3)Open 12 / 32Bryan BergerMoWe 3:30pm - 4:45pmMechanical Engr Bldg 215
"
4456," CHE 6630 Mass Transfer
","15086 001Lecture (3)Open 8 / 25Geoffrey GeiseTuTh 9:30am - 10:45amMaterials Science Bldg 171
"
4457," CHE 6630 Mass Transfer
","18183 600Lecture (3)Open3 / 10Geoffrey GeiseTBADesktop-Asynchronous
"
4458," CHE 7796 Graduate Seminar
","15087 001SEM (1)Open 11 / 60Chris Paolucci+1TuTh 11:00am - 12:15pmChemical Engineering Bldg 005
"
4459," CHE 7995 Supervised Project Research
","16069 002IND (1 - 12)Open1 / 30Gary KoenigTBATBA
"
4460," CHE 8897 Graduate Teaching Instruction
","15563 001IND (1 - 12)Open0 / 30Matthew LazzaraTBATBA
"
4461," CHE 8998 Master's Research
","15088 001IND (1 - 12)Open 0 / 30Giorgio CartaTBATBA
"
4462," CHE 8998 Master's Research
","15400 002IND (1 - 12)Open 0 / 30Robert DavisTBATBA
"
4463," CHE 8998 Master's Research
","15401 003IND (1 - 12)Open 0 / 30Joshua ChoiTBATBA
"
4464," CHE 8998 Master's Research
","15402 004IND (1 - 12)Open 0 / 30Roseanne FordTBATBA
"
4465," CHE 8998 Master's Research
","15403 005IND (1 - 12)Open 0 / 30David GreenTBATBA
"
4466," CHE 8998 Master's Research
","15692 006IND (1 - 12)Open 0 / 30Kyle LampeTBATBA
"
4467," CHE 8998 Master's Research
","15404 007IND (1 - 12)Open 0 / 30Geoffrey GeiseTBATBA
"
4468," CHE 8998 Master's Research
","15541 008IND (1 - 12)Open 0 / 30Gary KoenigTBATBA
"
4469," CHE 8998 Master's Research
","15405 009IND (1 - 12)Open 0 / 30Gaurav GiriTBATBA
"
4470," CHE 8998 Master's Research
","15406 010IND (1 - 12)Open 0 / 30Donald GriffinTBATBA
"
4471," CHE 8998 Master's Research
","15882 011IND (1 - 12)Open 0 / 30Steven CaliariTBATBA
"
4472," CHE 8998 Master's Research
","15883 012IND (1 - 12)Open 1 / 30William EplingTBATBA
"
4473," CHE 8998 Master's Research
","15884 013IND (1 - 12)Open 0 / 30Matthew LazzaraTBATBA
"
4474," CHE 8998 Master's Research
","16028 014IND (1 - 12)Open0 / 30Bryan BergerTBATBA
"
4475," CHE 8998 Master's Research
","16298 015IND (1 - 12)Open0 / 30Chris PaolucciTBATBA
"
4476," CHE 8998 Master's Research
","16299 016IND (1 - 12)Open0 / 30Rachel LetteriTBATBA
"
4477," CHE 9897 Graduate Teaching Instruction
","15562 001IND (1 - 12)Open10 / 30Matthew LazzaraTBATBA
"
4478," CHE 9999 Dissertation Research
","15409 001IND (1 - 12)Open3 / 30Roseanne FordTBATBA
"
4479," CHE 9999 Dissertation Research
","15407 002IND (1 - 12)Open 4 / 30Giorgio CartaTBATBA
"
4480," CHE 9999 Dissertation Research
","15408 003IND (1 - 12)Open 5 / 30Robert DavisTBATBA
"
4481," CHE 9999 Dissertation Research
","15594 004IND (1 - 12)Open 3 / 30Kyle LampeTBATBA
"
4482," CHE 9999 Dissertation Research
","15693 005IND (1 - 12)Open5 / 30Joshua ChoiTBATBA
"
4483," CHE 9999 Dissertation Research
","15410 006IND (1 - 12)Open 0 / 30David GreenTBATBA
"
4484," CHE 9999 Dissertation Research
","15694 007IND (1 - 12)Open3 / 30Geoffrey GeiseTBATBA
"
4485," CHE 9999 Dissertation Research
","15411 008IND (1 - 12)Open 6 / 30Gaurav GiriTBATBA
"
4486," CHE 9999 Dissertation Research
","15412 009IND (1 - 12)Open0 / 30Donald GriffinTBATBA
"
4487," CHE 9999 Dissertation Research
","15413 010IND (1 - 12)Open1 / 30Bryan BergerTBATBA
"
4488," CHE 9999 Dissertation Research
","15542 011IND (1 - 12)Open4 / 30Gary KoenigTBATBA
"
4489," CHE 9999 Dissertation Research
","15885 012IND (1 - 12)Open3 / 30Steven CaliariTBATBA
"
4490," CHE 9999 Dissertation Research
","15886 013IND (1 - 12)Open4 / 30William EplingTBATBA
"
4491," CHE 9999 Dissertation Research
","15887 014IND (1 - 12)Open6 / 30Matthew LazzaraTBATBA
"
4492," CHE 9999 Dissertation Research
","16147 015IND (1 - 12)Open5 / 30Rachel LetteriTBATBA
"
4493," CHE 9999 Dissertation Research
","16148 016IND (1 - 12)Open5 / 30Chris PaolucciTBATBA
"
4494," CHE 9999 Dissertation Research
","16307 017IND (1 - 12)Open1 / 30Chris HighleyTBATBA
"
4495," CHE 9999 Dissertation Research
","16308 018IND (1 - 12)Open1 / 30Liheng CaiTBATBA
"
4496," CE 2020 Engineering Economic Analysis
","15899 001Lecture (1)Open 29 / 60Lindsay BurdenTBADesktop-Asynchronous
"
4497," CE 2100 Introduction to Environmental Engineering
","15045 001Lecture (3)Open, WL (1 / 199)72 / 80Teresa CulverTuTh 11:00am - 12:15pmOlsson Hall 005
"
4498," CE 2110 Environmental Engineering Laboratory
","15185 001Laboratory (1)Open18 / 25Teresa CulverMo 10:00am - 11:50amThornton Hall D008
"
4499," CE 2110 Environmental Engineering Laboratory
","15186 002Laboratory (1)Wait List (1 / 199)25 / 25Teresa CulverMo 12:00pm - 1:50pmThornton Hall D008
"
4500," CE 2110 Environmental Engineering Laboratory
","20374 003Laboratory (1)Open9 / 25Teresa CulverMo 3:00pm - 4:50pmThornton Hall D008
"
4501," CE 2310 Strength of Materials
","15676 001Lecture (3)Wait List (2 / 199) 40 / 76Marek-Jerzy PinderaTuTh 9:30am - 10:45amOlsson Hall 009
"
4502," CE 2310 Strength of Materials
","16002 002Lecture (3)Open0 / 150Jason KerriganTuTh 11:00am - 12:15pmMechanical Engr Bldg 205
"
4503," CE 3050 Introduction to Green Engineering
","15898 001Lecture (3)Open21 / 75Andres Clarens+1MoWe 2:00pm - 3:15pmOlsson Hall 011
"
4504," CE 3120 Solid Waste Management
","18669 001Lecture (3)Open 22 / 48Lindsay BurdenMoWeFr 12:00pm - 12:50pmThornton Hall D223
"
4505," CE 3220 Water Resources Engineering
","15484 001Lecture (3)Open26 / 36Benjamin Bowes+1TuTh 12:30pm - 1:45pmThornton Hall D222
"
4506," CE 3222 Water Resources Engineering Workshop
","18670 001WKS (1)Open 21 / 32Benjamin Bowes+1Tu 2:00pm - 3:20pmMechanical Engr Bldg 215
"
4507," CE 3330 Introduction to Design of Structural Systems
","16029 001Lecture (4)Open17 / 30Devin HarrisTuTh 3:30pm - 4:45pmOlsson Hall 018
"
4508," CE 3400 Transportation Infrastructure Design
","15046 001Lecture (3)Open16 / 32Tong ChenMoWe 9:30am - 10:45amMechanical Engr Bldg 215
"
4509," CE 3402 Transportation Infrastructure Design Workshop
","15595 001Laboratory (1)Open 9 / 24Tong ChenTh 2:00pm - 3:25pmMechanical Engr Bldg 213
"
4510," CE 4040 Sustainability and Systems in the Built Environment
","18671 001Lecture (3)Open44 / 45Leidy KlotzTuTh 9:30am - 10:45amNew Cabell Hall 323
"
4511," CE 4160 Environmental Microbiology and Biological Waste Treatment
","16134 001Lecture (3)Open8 / 36Lisa PetersonMoWeFr 1:00pm - 1:50pmThornton Hall D222
"
4512," CE 4991 Civil Engineering Design and Practice
","15555 001Lecture (4)Open  30 / 70Lindsay BurdenTuTh 2:00pm - 3:15pmOlsson Hall 009
"
4513," CE 4995 Civil Engineering Research
","16351 001IND (1 - 4)Permission0 / 30James SmithTBATBA
"
4514," CE 4995 Civil Engineering Research
","16093 002IND (1 - 4)Permission0 / 10Leidy KlotzTBATBA
"
4515," CE 4995 Civil Engineering Research
","15596 003IND (1 - 4)Permission0 / 10Jonathan GoodallTBATBA
"
4516," CE 4995 Civil Engineering Research
","16386 004IND (1 - 4)Permission0 / 1Craig BensonTBATBA
"
4517," CE 4995 Civil Engineering Research
","15498 005IND (1 - 4)Permission0 / 10Brian SmithTBATBA
"
4518," CE 4995 Civil Engineering Research
","16421 006IND (1 - 4)Permission0 / 10Garrick LouisTBATBA
"
4519," CE 4995 Civil Engineering Research
","15650 007IND (1 - 4)Permission0 / 10B. Brian ParkTBATBA
"
4520," CE 4995 Civil Engineering Research
","20109 008IND (1 - 4)Permission1 / 30Jose GomezTBATBA
"
4521," CE 4995 Civil Engineering Research
","20272 009IND (1 - 4)Permission1 / 30Teresa CulverTBATBA
"
4522," CE 5240 Ground-Water Hydrology and Contaminant Transport
","15781 001Lecture (3)Open16 / 40James SmithMoWe 3:30pm - 4:45pmOlsson Hall 018
"
4523," CE 5300 Advanced Design of Metal Structures
","18672 001Lecture (3)Open7 / 20Jose GomezMoWe 2:00pm - 3:15pmMechanical Engineering 305
"
4524," CE 5300 Advanced Design of Metal Structures
","18673 600Lecture (3)Open6 / 15Jose GomezTBADesktop-Asynchronous
"
4525," CE 5310 Prestressed Concrete Design
","18674 001Lecture (3)Open8 / 24Jose GomezMoWeFr 11:00am - 11:50amThornton Hall D222
"
4526," CE 5310 Prestressed Concrete Design
","18675 600Lecture (3)Open10 / 15Jose GomezTBADesktop-Asynchronous
"
4527," CE 5410 Introduction to Transportation Planning
","16031 001Lecture (3)Open12 / 15John MillerTuTh 9:30am - 10:45amThornton Hall E304
"
4528," CE 5410 Introduction to Transportation Planning
","18676 600Lecture (3)Closed8 / 8John MillerTBADesktop-Asynchronous
"
4529," CE 5500 Special Topics in Civil Engineering
","16135 001Lecture (3)Open4 / 10Arsalan HeydarianWe 2:00pm - 4:30pmOlsson Hall 104
"
4530," CE 5500 Special Topics in Civil Engineering
","18677 003Lecture (3)Open15 / 30StaffTuTh 5:00pm - 6:15pmThornton Hall D222
"
4531," CE 5500 Special Topics in Civil Engineering
","18678 004Lecture (3)Open5 / 20Lawrence BandTuTh 11:00am - 12:15pmContact Department
"
4532," CE 5500 Special Topics in Civil Engineering
","18790 005Lecture (1)Open0 / 20Lawrence BandTu 2:00pm - 4:00pmContact Department
"
4533," CE 5500 Special Topics in Civil Engineering
","20365 600Lecture (3)Open5 / 30StaffTBADesktop-Asynchronous
"
4534," CE 6000 Forefronts of Civil Engineering
","18679 001Lecture (3)Open10 / 20Venkataraman LakshmiTh 2:00pm - 4:45pmOlsson Hall 105
"
4535," CE 6260 Environmental Microbiology and Biological Waste Treatment
","16139 001Lecture (3)Open4 / 36Lisa PetersonMoWeFr 1:00pm - 1:50pmThornton Hall D222
"
4536," CE 6260 Environmental Microbiology and Biological Waste Treatment
","18680 600Lecture (3)Open2 / 8Lisa PetersonTBADesktop-Asynchronous
"
4537," CE 6370 Dynamics of Structures
","18880 001Lecture (3)Open3 / 15Osman OzbulutTuTh 8:00am - 9:15amThornton Hall D115
"
4538," CE 6450 Transportation Safety Engineering
","19881 001Lecture (3)Open9 / 20Mike FontaineTuTh 3:30pm - 4:45pmThornton Hall D222
"
4539," CE 6450 Transportation Safety Engineering
","19882 600Lecture (3)Open4 / 8Mike FontaineTBADesktop-Asynchronous
"
4540," CE 6750 Mechanics of Composite Materials
","15767 001Lecture (3)Open 3 / 12Marek-Jerzy PinderaTuTh 11:00am - 12:15pmThornton Hall D102
"
4541," CE 6995 Supervised Project Research
","16348 001IND (1 - 12)Permission2 / 30Jose GomezTBATBA
"
4542," CE 6995 Supervised Project Research
","16406 002IND (1 - 12)Permission0 / 30John MillerTBATBA
"
4543," CE 6995 Supervised Project Research
","20430 003IND (1 - 12)Permission1 / 30Jonathan GoodallTBATBA
"
4544," CE 7001 Graduate Seminar
","15047 001Lecture (0)Open 26 / 48Lisa PetersonFr 2:00pm - 3:15pmContact Department
"
4545," CE 7500 Special Topics in Civil Engineering
","20424 001Lecture (3)Permission2 / 5Marek-Jerzy PinderaTuTh 2:00pm - 3:15pmThornton Hall D102
"
4546," CE 7993 Independent Research in CE
","15900 001IND (1 - 12)Permission1 / 30Leidy KlotzTBATBA
"
4547," CE 8001 Graduate Teaching Instruction
","15048 001IND (1 - 12)Permission 0 / 10Lawrence BandTBATBA
"
4548," CE 8001 Graduate Teaching Instruction
","15477 002IND (1 - 12)Permission 2 / 10Leidy KlotzTBATBA
"
4549," CE 8001 Graduate Teaching Instruction
","15478 003IND (1 - 12)Permission 0 / 10James SmithTBATBA
"
4550," CE 8001 Graduate Teaching Instruction
","15479 004IND (1 - 12)Permission  1 / 10Tong ChenTBATBA
"
4551," CE 8001 Graduate Teaching Instruction
","15480 005IND (1 - 12)Permission 0 / 10Steven ChaseTBATBA
"
4552," CE 8001 Graduate Teaching Instruction
","15481 006IND (1 - 12)Permission 1 / 10Andres ClarensTBATBA
"
4553," CE 8001 Graduate Teaching Instruction
","15482 007IND (1 - 12)Permission 0 / 10Mike FontaineTBATBA
"
4554," CE 8001 Graduate Teaching Instruction
","15499 008IND (1 - 12)Permission 0 / 10Arsalan HeydarianTBATBA
"
4555," CE 8001 Graduate Teaching Instruction
","15500 010IND (1 - 12)Permission 1 / 10Teresa CulverTBATBA
"
4556," CE 8001 Graduate Teaching Instruction
","15512 011IND (1 - 12)Permission 1 / 10Lisa PetersonTBATBA
"
4557," CE 8001 Graduate Teaching Instruction
","15513 012IND (1 - 12)Permission 2 / 10Jose GomezTBATBA
"
4558," CE 8001 Graduate Teaching Instruction
","15514 013IND (1 - 12)Permission 0 / 10B. Brian ParkTBATBA
"
4559," CE 8001 Graduate Teaching Instruction
","15515 014IND (1 - 12)Permission 0 / 10Brian SmithTBATBA
"
4560," CE 8001 Graduate Teaching Instruction
","15543 015IND (1 - 12)Permission  0 / 10Lindsay BurdenTBATBA
"
4561," CE 8001 Graduate Teaching Instruction
","15549 016IND (1 - 12)Permission 0 / 30Osman OzbulutTBATBA
"
4562," CE 8001 Graduate Teaching Instruction
","15550 017IND (1 - 12)Permission 0 / 30Devin HarrisTBATBA
"
4563," CE 8001 Graduate Teaching Instruction
","15597 018IND (1 - 12)Permission 2 / 30Jonathan GoodallTBATBA
"
4564," CE 8001 Graduate Teaching Instruction
","15598 019IND (1 - 12)Permission 0 / 30John MillerTBATBA
"
4565," CE 8001 Graduate Teaching Instruction
","15615 020IND (1 - 12)Permission 1 / 30Marek-Jerzy PinderaTBATBA
"
4566," CE 8001 Graduate Teaching Instruction
","16106 021IND (1 - 12)Permission0 / 30Benjamin BowersTBATBA
"
4567," CE 8999 Thesis
","15370 001IND (1 - 12)Permission 0 / 30Lawrence BandTBATBA
"
4568," CE 8999 Thesis
","15371 002IND (1 - 12)Permission 0 / 30Arsalan HeydarianTBATBA
"
4569," CE 8999 Thesis
","15372 003IND (1 - 12)Permission 0 / 30Steven ChaseTBATBA
"
4570," CE 8999 Thesis
","15373 004IND (1 - 12)Permission 0 / 30Andres ClarensTBATBA
"
4571," CE 8999 Thesis
","15374 005IND (1 - 12)Permission 0 / 30Lisa PetersonTBATBA
"
4572," CE 8999 Thesis
","15375 006IND (1 - 12)Permission 0 / 30Teresa CulverTBATBA
"
4573," CE 8999 Thesis
","15376 007IND (1 - 12)Permission  0 / 30Tong ChenTBATBA
"
4574," CE 8999 Thesis
","15377 008IND (1 - 12)Permission 0 / 30Jonathan GoodallTBATBA
"
4575," CE 8999 Thesis
","15932 009IND (1 - 12)Permission3 / 30Craig BensonTBATBA
"
4576," CE 8999 Thesis
","15378 010IND (1 - 12)Permission 0 / 30Mike FontaineTBATBA
"
4577," CE 8999 Thesis
","15901 011IND (1 - 12)Permission0 / 30Leidy KlotzTBATBA
"
4578," CE 8999 Thesis
","15379 012IND (1 - 12)Permission 0 / 30Jose GomezTBATBA
"
4579," CE 8999 Thesis
","15385 013IND (1 - 12)Permission 0 / 30James SmithTBATBA
"
4580," CE 8999 Thesis
","15635 014IND (1 - 12)Permission  0 / 5Lindsay BurdenTBATBA
"
4581," CE 8999 Thesis
","20672 015IND (1 - 12)Permission0 / 30Julianne QuinnTBATBA
"
4582," CE 8999 Thesis
","15380 016IND (1 - 12)Permission 0 / 30Richard MiksadTBATBA
"
4583," CE 8999 Thesis
","15381 017IND (1 - 12)Permission 0 / 30John MillerTBATBA
"
4584," CE 8999 Thesis
","15382 019IND (1 - 12)Permission 0 / 30B. Brian ParkTBATBA
"
4585," CE 8999 Thesis
","15383 020IND (1 - 12)Permission 0 / 30Marek-Jerzy PinderaTBATBA
"
4586," CE 8999 Thesis
","15384 021IND (1 - 12)Permission 1 / 30Brian SmithTBATBA
"
4587," CE 8999 Thesis
","15551 022IND (1 - 12)Permission 2 / 30Osman OzbulutTBATBA
"
4588," CE 8999 Thesis
","15552 023IND (1 - 12)Permission 0 / 30Devin HarrisTBATBA
"
4589," CE 9999 Dissertation
","16042 001IND (1 - 12)Permission 2 / 30Arsalan HeydarianTBATBA
"
4590," CE 9999 Dissertation
","16082 002IND (1 - 12)Permission 1 / 30Craig BensonTBATBA
"
4591," CE 9999 Dissertation
","15386 003IND (1 - 12)Permission 7 / 30Leidy KlotzTBATBA
"
4592," CE 9999 Dissertation
","15599 004IND (1 - 12)Permission 1 / 30Mike FontaineTBATBA
"
4593," CE 9999 Dissertation
","15600 005IND (1 - 12)Permission 0 / 30John MillerTBATBA
"
4594," CE 9999 Dissertation
","16327 006IND (1 - 12)Permission4 / 30Venkataraman LakshmiTBATBA
"
4595," CE 9999 Dissertation
","15387 007IND (1 - 12)Permission 0 / 30Steven ChaseTBATBA
"
4596," CE 9999 Dissertation
","15388 008IND (1 - 12)Permission 2 / 30Andres ClarensTBATBA
"
4597," CE 9999 Dissertation
","15389 009IND (1 - 12)Permission 4 / 30Lisa PetersonTBATBA
"
4598," CE 9999 Dissertation
","15390 010IND (1 - 12)Permission 3 / 30Teresa CulverTBATBA
"
4599," CE 9999 Dissertation
","15391 011IND (1 - 12)Permission  3 / 30Tong ChenTBATBA
"
4600," CE 9999 Dissertation
","15392 012IND (1 - 12)Permission 9 / 30Jonathan GoodallTBATBA
"
4601," CE 9999 Dissertation
","15393 013IND (1 - 12)Permission 3 / 30Lawrence BandTBATBA
"
4602," CE 9999 Dissertation
","20671 014IND (1 - 12)Permission0 / 30Julianne QuinnTBATBA
"
4603," CE 9999 Dissertation
","15394 017IND (1 - 12)Permission 0 / 30Wu-Seng LungTBATBA
"
4604," CE 9999 Dissertation
","15395 018IND (1 - 12)Permission 0 / 30Richard MiksadTBATBA
"
4605," CE 9999 Dissertation
","15396 019IND (1 - 12)Permission 2 / 30B. Brian ParkTBATBA
"
4606," CE 9999 Dissertation
","15397 020IND (1 - 12)Permission 3 / 30Marek-Jerzy PinderaTBATBA
"
4607," CE 9999 Dissertation
","15398 022IND (1 - 12)Permission 5 / 30James SmithTBATBA
"
4608," CE 9999 Dissertation
","15399 023IND (1 - 12)Permission 4 / 30Brian SmithTBATBA
"
4609," CE 9999 Dissertation
","15505 024IND (1 - 12)Permission  0 / 5Lindsay BurdenTBATBA
"
4610," CE 9999 Dissertation
","15553 025IND (1 - 12)Permission 2 / 30Osman OzbulutTBATBA
"
4611," CE 9999 Dissertation
","15554 026IND (1 - 12)Permission 3 / 30Devin HarrisTBATBA
"
4612," CE 9999 Dissertation
","15754 027IND (1 - 12)Permission 0 / 1Garrick LouisTBATBA
"
4613," CS 1010 Introduction to Information Technology
","15063 001Lecture (3)Open, WL (1 / 199) 87 / 90Craig DillMoWe 3:30pm - 4:45pmThornton Hall E316
"
4614," CS 1110 Introduction to Programming
","15049 001Lecture (3)Open, WL (3 / 199)168 / 170Raymond PettitMoWeFr 2:00pm - 2:50pmWilson Hall 402
"
4615," CS 1110 Introduction to Programming
","15059 002Lecture (3)Open, WL (3 / 199)160 / 170Raymond PettitMoWeFr 12:00pm - 12:50pmWilson Hall 402
"
4616," CS 1110 Introduction to Programming
","16008 003Lecture (3)Open, WL (1 / 199)78 / 130Craig DillMoWeFr 10:00am - 10:50amOlsson Hall 120
"
4617," CS 1110 Introduction to Programming
","16186 004Lecture (3)Open99 / 130Craig DillMoWeFr 1:00pm - 1:50pmMechanical Engr Bldg 205
"
4618," CS 1110 Introduction to Programming
","15050 100Laboratory (0)Wait List (2 / 199)44 / 44Raymond PettitTh 9:30am - 10:45amOlsson Hall 001
"
4619," CS 1110 Introduction to Programming
","15051 101Laboratory (0)Wait List (3 / 199)44 / 44Raymond PettitTh 11:00am - 12:15pmOlsson Hall 001
"
4620," CS 1110 Introduction to Programming
","15052 102Laboratory (0)Wait List (4 / 199)44 / 44Raymond PettitTh 12:30pm - 1:45pmOlsson Hall 001
"
4621," CS 1110 Introduction to Programming
","15053 103Laboratory (0)Wait List (4 / 199)44 / 44Raymond PettitTh 2:00pm - 3:15pmOlsson Hall 001
"
4622," CS 1110 Introduction to Programming
","15054 104Laboratory (0)Wait List (3 / 199)44 / 44Raymond PettitTh 3:30pm - 4:45pmOlsson Hall 001
"
4623," CS 1110 Introduction to Programming
","15055 105Laboratory (0)Open43 / 44Raymond PettitTh 5:00pm - 6:15pmOlsson Hall 001
"
4624," CS 1110 Introduction to Programming
","15056 106Laboratory (0)Open36 / 44Raymond PettitTh 6:30pm - 7:45pmOlsson Hall 001
"
4625," CS 1110 Introduction to Programming
","15057 107Laboratory (0)Wait List (2 / 199)44 / 44Raymond PettitTh 12:30pm - 1:45pmMechanical Engr Bldg 213
"
