,Courses,Classes
4240," APMA 2120 Multivariable Calculus
","15028 004Lecture (4)Permission44 / 45Bernard FulghamMoWeFr 10:00am - 10:50amOlsson Hall 005
"
4241," APMA 2120 Multivariable Calculus
","15737 005Lecture (4)Permission45 / 45Robert WilliamsMoWeFr 1:00pm - 1:50pmThornton Hall E316
"
4242," APMA 2120 Multivariable Calculus
","15985 006Lecture (4)Permission52 / 45Meiqin LiMoWeFr 12:00pm - 12:50pmThornton Hall E316
"
4243," APMA 2130 Ordinary Differential Equations
","15029 001Lecture (4)Permission43 / 45Farzad Shafiei DizajiMoWeFr 11:00am - 11:50amThornton Hall E303
"
4244," APMA 2130 Ordinary Differential Equations
","15030 002Lecture (4)Permission 50 / 45Diana MorrisMoWeFr 10:00am - 10:50amOlsson Hall 009
"
4245," APMA 2130 Ordinary Differential Equations
","15031 003Lecture (4)Closed45 / 45Megan RyalsMoWeFr 1:00pm - 1:50pmOlsson Hall 011
"
4246," APMA 2130 Ordinary Differential Equations
","15032 004Lecture (4)Open39 / 45Gianluca GuadagniMoWeFr 1:00pm - 1:50pmMechanical Engr Bldg 339
"
4247," APMA 2130 Ordinary Differential Equations
","15033 005Lecture (4)Permission 47 / 45Diana MorrisMoWeFr 9:00am - 9:50amOlsson Hall 009
"
4248," APMA 2130 Ordinary Differential Equations
","15177 006Lecture (4)Open38 / 45Farzad Shafiei DizajiMoWeFr 12:00pm - 12:50pmThornton Hall E304
"
4249," APMA 2130 Ordinary Differential Equations
","15581 007Lecture (4)Closed45 / 45Gianluca GuadagniMoWeFr 12:00pm - 12:50pmMechanical Engr Bldg 339
"
4250," APMA 2501 Special Topics in Applied Mathematics
","16240 001Lecture (3)Open 55 / 76Daniel WellerTuTh 9:30am - 10:45amOlsson Hall 011
"
4251," APMA 2512 Advanced Topics in Applied Mathematics
","15986 001Lecture (4)Open29 / 30Hui MaMoWeFr 12:00pm - 12:50pmThornton Hall D222
"
4252," APMA 3080 Linear Algebra
","15034 001Lecture (3)Permission49 / 45Hui MaMoWeFr 10:00am - 10:50amMechanical Engr Bldg 341
"
4253," APMA 3080 Linear Algebra
","15035 002Lecture (3)Permission47 / 45Monika AbramenkoMoWeFr 11:00am - 11:50amOlsson Hall 011
"
4254," APMA 3080 Linear Algebra
","15036 003Lecture (3)Permission51 / 45Monika AbramenkoMoWeFr 12:00pm - 12:50pmOlsson Hall 011
"
4255," APMA 3080 Linear Algebra
","15582 004Lecture (3)Permission54 / 45Hui MaMoWeFr 9:00am - 9:50amMechanical Engr Bldg 341
"
4256," APMA 3081 Linear Algebra for General Vector Spaces
","15987 001Lecture (1)Closed 30 / 30Monika AbramenkoTBADesktop-Asynchronous
"
4257," APMA 3100 Probability
","15037 001Lecture (3)Open16 / 45Roman KrzysztofowiczMoWeFr 12:00pm - 12:50pmOlsson Hall 009
"
4258," APMA 3100 Probability
","15038 002Lecture (3)Permission45 / 45Megan RyalsMoWeFr 10:00am - 10:50amThornton Hall D223
"
4259," APMA 3100 Probability
","15039 003Lecture (3)Permission45 / 45Megan RyalsMoWeFr 11:00am - 11:50amThornton Hall D223
"
4260," APMA 3100 Probability
","15567 004Lecture (3)Permission52 / 45Meiqin LiMoWeFr 9:00am - 9:50amThornton Hall E303
"
4261," APMA 3100 Probability
","15928 005Lecture (3)Permission51 / 45Meiqin LiMoWeFr 10:00am - 10:50amThornton Hall E303
"
4262," APMA 3100 Probability
","16061 006Lecture (3)Permission42 / 45Farzad Shafiei DizajiMoWeFr 1:00pm - 1:50pmThornton Hall E303
"
4263," APMA 3100 Probability
","16276 007Lecture (3)Permission45 / 45Bernard FulghamMoWeFr 1:00pm - 1:50pmThornton Hall D223
"
4264," APMA 3110 Applied Statistics and Probability
","15040 001Lecture (3)Permission48 / 45Stacie PisanoMoWeFr 12:00pm - 12:50pmOlsson Hall 005
"
4265," APMA 3110 Applied Statistics and Probability
","15178 002Lecture (3)Open41 / 45Deepyaman MaitiMoWeFr 10:00am - 10:50amThornton Hall E304
"
4266," APMA 3110 Applied Statistics and Probability
","15548 003Lecture (3)Open23 / 45Deepyaman MaitiMoWeFr 2:00pm - 2:50pmOlsson Hall 018
"
4267," APMA 3110 Applied Statistics and Probability
","15718 004Lecture (3)Permission47 / 45Stacie PisanoMoWeFr 1:00pm - 1:50pmOlsson Hall 005
"
4268," APMA 3120 Statistics
","15041 001Lecture (3)Wait List (12 / 199) 45 / 45James LarkTuTh 8:00am - 9:15amOlsson Hall 005
"
4269," APMA 3140 Applied Partial Differential Equations
","15896 001Lecture (3)Permission 46 / 45Julia SpencerTuTh 11:00am - 12:15pmOlsson Hall 018
"
4270," APMA 3140 Applied Partial Differential Equations
","18507 002Lecture (3)Permission 47 / 45Julia SpencerTuTh 12:30pm - 1:45pmOlsson Hall 018
"
4271," APMA 3140 Applied Partial Differential Equations
","18508 003Lecture (3)Permission  56 / 45Diana MorrisMoWeFr 11:00am - 11:50amOlsson Hall 009
"
4272," APMA 3501 Special Topics in Applied Mathematics
","16059 001Lecture (1)Permission5 / 12Gianluca Guadagni+2Tu 10:00am - 10:50amMechanical Engr Bldg 214
"
4273," APMA 6430 Statistics for Engineers and Scientists
","15920 001Lecture (3)Open, WL (2 / 199) 9 / 20Gianluca GuadagniTuTh 2:00pm - 3:15pmMechanical Engineering 305
"
4274," APMA 6548 Special Topics in Applied Mathematics
","16060 001Lecture (1)Permission12 / 12Gianluca Guadagni+2Tu 10:00am - 10:50amMechanical Engr Bldg 214
"
4275," APMA 8897 Graduate Teaching Instruction
","15044 001IND (1 - 12)Open 1 / 20Stacie PisanoTBATBA
"
4276," APMA 8897 Graduate Teaching Instruction
","15510 002IND (1 - 12)Open  0 / 10Monika AbramenkoTBATBA
"
4277," APMA 8897 Graduate Teaching Instruction
","15810 003IND (1 - 12)Open 1 / 30Gianluca GuadagniTBATBA
"
4278," APMA 8897 Graduate Teaching Instruction
","15941 004IND (1 - 12)Open0 / 30Julia SpencerTBATBA
"
4279," APMA 8897 Graduate Teaching Instruction
","16341 005IND (1 - 12)Open0 / 30Megan RyalsTBATBA
"
4280," APMA 9897 Graduate Teaching Instruction
","15578 001IND (1 - 12)Open 0 / 5Julia SpencerTBATBA
"
4281," APMA 9897 Graduate Teaching Instruction
","15945 002IND (1 - 12)Open  2 / 5Monika AbramenkoTBATBA
"
4282," APMA 9897 Graduate Teaching Instruction
","16104 003IND (1 - 12)Open 0 / 5Hui MaTBATBA
"
4283," APMA 9897 Graduate Teaching Instruction
","20668 004IND (1 - 12)Open1 / 5James LarkTBATBA
"
4284," APMA 9897 Graduate Teaching Instruction
","20679 005IND (1 - 12)Open2 / 5Stacie PisanoTBATBA
"
4285," BME 1501 Special Topics
","19774 001Lecture (1)Open  11 / 60Brian HelmkeMo 12:00pm - 12:50pmMcLeod Hall 2007
"
4286," BME 1501 Special Topics
","19775 002Lecture (1)Open9 / 20Shayn Peirce-CottlerTu 5:00pm - 5:50pmBiomed Engr & Med Sci 1041
"
4287," BME 1501 Special Topics
","19778 003Lecture (1)Open 20 / 30William GuilfordTu 6:00pm - 6:50pmBiomed Engr & Med Sci 1041
"
4288," BME 2000 Biomedical Engineering Design and Discovery
","15488 001Lecture (3)Open 64 / 75William GuilfordTuTh 3:30pm - 4:45pmBiomed Engr & Med Sci 1041
"
4289," BME 2101 Physiology I for Engineers
","16033 001Lecture (3)Open 66 / 75William GuilfordTuTh 11:00am - 12:15pmBiomed Engr & Med Sci 1041
"
4290," BME 2102 Physiology II
","16219 001Lecture (3)Open 49 / 70George Christ+1TuTh 12:30pm - 1:45pmPINN Hall 1005
"
4291," BME 2102 Physiology II
","19443 002Lecture (3)Wait List (2 / 199)80 / 80Richard PriceMoWe 9:30am - 10:45amPINN Hall 1005
"
4292," BME 2104 Cell and Molecular Biology for Engineers
","15165 001Lecture (3)Open 68 / 70Eli ZunderTuTh 2:00pm - 3:15pmBiomed Engr & Med Sci 1041
"
4293," BME 2220 Biomechanics
","15166 001Lecture (3)Open 75 / 85Silvia BlemkerTuTh 9:30am - 10:45amPINN Hall 1005
"
4294," BME 2315 Computational Biomedical Engineering
","16034 001Lecture (3)Open 66 / 70Gustavo RohdeTuTh 12:30pm - 1:45pmBiomed Engr & Med Sci 1041
"
4295," BME 3030 Design and Innovation in Medicine
","15797 001Lecture (3)Permission47 / 85David Chen+1Fr 9:00am - 12:00pmBiomed Engr & Med Sci 1041
"
4296," BME 3090 Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II
","15169 100Lecture (4)Open, WL (23 / 199) 97 / 120Alexander Klibanov+2Mo 11:00am - 11:50amPINN Hall 1005
"
4297," BME 3090 Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II
","15170 101Laboratory (0)Wait List (7 / 199) 32 / 32Timothy AllenTu 2:00pm - 6:00pmThornton Hall Room A006
"
4298," BME 3090 Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II
","15171 102Laboratory (0)Wait List (5 / 199) 32 / 32Timothy AllenWe 2:00pm - 6:00pmThornton Hall Room A006
"
4299," BME 3090 Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II
","15172 103Laboratory (0)Wait List (12 / 199) 32 / 32Timothy AllenTh 2:00pm - 6:00pmThornton Hall Room A006
"
4300," BME 3240 Biotransport
","15167 001Lecture (3)Open  66 / 75Brian HelmkeTuTh 9:30am - 10:45amThornton Hall A120
"
4301," BME 3310 Biomedical Systems Analysis and Design
","16035 001Lecture (3)Open 41 / 75John HossackMoWe 12:30pm - 1:45pmBiomed Engr & Med Sci 1041
"
4302," BME 3636 Neural Network Models of Cognition and Brain Computation
","15168 001Lecture (3)Open, WL (2 / 199)9 / 10William LevyWe 3:30pm - 6:30pmMechanical Engr Bldg 214
"
4303," BME 4064 Biomedical Engineering Capstone Design II
","15173 001Lecture (3)Open86 / 110Shannon BarkerTuTh 11:00am - 12:15pmPINN Hall 1005
"
4304," BME 4417 Tissue Engineering
","16153 001Lecture (3)Wait List (6 / 199) 35 / 70Steven CaliariMoWe 2:00pm - 3:15pmChemical Engineering Bldg 005
"
4305," BME 4550 Special Topics in Biomedical Engineering
","15906 001Lecture (3)Permission 6 / 30Kevin JanesMoWe 3:30pm - 4:45pmBiomed Engr & Med Sci 1041
"
4306," BME 4550 Special Topics in Biomedical Engineering
","16210 002Lecture (3)Closed 20 / 55Kristen NaegleTuTh 2:00pm - 3:15pmPINN Hall 1005
"
4307," BME 4550 Special Topics in Biomedical Engineering
","19460 003Lecture (3)Wait List (5 / 199)49 / 50Mete CivelekTuTh 9:30am - 10:45amBiomed Engr & Med Sci 1041
"
4308," BME 4783 Medical Imaging Modalities
","19447 001Lecture (3)Open13 / 30Frederick Epstein+1MoWe 2:00pm - 3:15pmBiomed Engr & Med Sci 1041
"
4309," BME 4995 Biomedical Engineering Advanced Projects
","15801 001IND (1 - 3)Open1 / 10George ChristTBATBA
"
4310," BME 4995 Biomedical Engineering Advanced Projects
","15434 002IND (1 - 3)Open1 / 10Kimberly KellyTBATBA
"
4311," BME 4995 Biomedical Engineering Advanced Projects
","16071 003IND (1 - 3)Open1 / 10Tom BarkerTBATBA
"
4312," BME 4995 Biomedical Engineering Advanced Projects
","15446 004IND (1 - 3)Open0 / 10Kevin JanesTBATBA
"
4313," BME 4995 Biomedical Engineering Advanced Projects
","15447 005IND (1 - 3)Open0 / 10Jason PapinTBATBA
"
4314," BME 4995 Biomedical Engineering Advanced Projects
","15449 006IND (1 - 3)Open1 / 10Jeffrey HolmesTBATBA
"
4315," BME 4995 Biomedical Engineering Advanced Projects
","16043 007IND (1 - 3)Open0 / 10Kyle LampeTBATBA
"
4316," BME 4995 Biomedical Engineering Advanced Projects
","16277 008IND (1 - 3)Open1 / 10Silvia BlemkerTBATBA
"
4317," BME 4995 Biomedical Engineering Advanced Projects
","15475 009IND (1 - 3)Open2 / 10Richard PriceTBATBA
"
4318," BME 4995 Biomedical Engineering Advanced Projects
","16369 010IND (1 - 3)Open0 / 10Shawn RussellTBATBA
"
4319," BME 4995 Biomedical Engineering Advanced Projects
","15959 011IND (1 - 3)Open0 / 10Eli ZunderTBATBA
"
4320," BME 4995 Biomedical Engineering Advanced Projects
","16373 012IND (1 - 3)Open1 / 30Matthew LazzaraTBATBA
"
4321," BME 4995 Biomedical Engineering Advanced Projects
","16408 013IND (1 - 3)Open0 / 30Chris HighleyTBATBA
"
4322," BME 4995 Biomedical Engineering Advanced Projects
","16062 014IND (1 - 3)Open0 / 10Donald GriffinTBATBA
"
4323," BME 4995 Biomedical Engineering Advanced Projects
","15493 015IND (1 - 3)Open 2 / 10Brian HelmkeTBATBA
"
4324," BME 4995 Biomedical Engineering Advanced Projects
","15511 016IND (1 - 3)Open0 / 10Jeffrey SaucermanTBATBA
"
4325," BME 4995 Biomedical Engineering Advanced Projects
","19985 017IND (1 - 3)Open 2 / 30Kristen NaegleTBATBA
"
4326," BME 4995 Biomedical Engineering Advanced Projects
","20104 018IND (1 - 3)Permission0 / 30Steven CaliariTBATBA
"
4327," BME 4995 Biomedical Engineering Advanced Projects
","20552 019IND (1 - 3)Permission0 / 30Mete CivelekTBATBA
"
4328," BME 4995 Biomedical Engineering Advanced Projects
","20634 020IND (1 - 3)Permission0 / 30Shannon BarkerTBATBA
"
4329," BME 4995 Biomedical Engineering Advanced Projects
","20749 021IND (1 - 3)Permission0 / 30Shayn Peirce-CottlerTBATBA
"
4330," BME 6030 Design and Innovation in Medicine
","15798 001Lecture (3)Permission0 / 85David Chen+1Fr 9:00am - 12:00pmBiomed Engr & Med Sci 1041
"
4331," BME 6060 Biomedical Innovation
","19846 001Lecture (3)Closed 8 / 8David Chen+1Mo 12:30pm - 1:00pmTBA
"
4332," BME 6102 Engineering Physiology II
","15617 001Lecture (3)Open 36 / 40Timothy AllenMoWe 9:30am - 10:45amBiomed Engr & Med Sci 1041
"
4333," BME 6311 BME Measurement Principles
","15489 001Lecture (3)Open 35 / 40Craig MeyerMoWe 11:00am - 12:15pmBiomed Engr & Med Sci 1041
"
4334," BME 6550 Special Topics in Biomedical Engineering
","16208 001Lecture (3)Open 1 / 70Steven CaliariMoWe 2:00pm - 3:15pmChemical Engineering Bldg 005
"
4335," BME 6550 Special Topics in Biomedical Engineering
","16209 002Lecture (3)Open  3 / 55Kristen NaegleTuTh 2:00pm - 3:15pmPINN Hall 1005
"
4336," BME 7370 Quantitative Biological Reasonsing
","15907 001Lecture (3)Open 8 / 30Kevin JanesMoWe 3:30pm - 4:45pmBiomed Engr & Med Sci 1041
"
4337," BME 8315 Systems Bioengineering and Multi-Scale Models
","19591 001Lecture (3)Open 17 / 25Jason Papin+2TuTh 9:30am - 10:45amBiomed Engr & Med Sci 2005
"
4338," BME 8783 Advanced Magnetic Resonance Imaging
","19649 001Lecture (3)Open 8 / 25Grady MillerTuTh 11:00am - 12:15pmBiomed Engr & Med Sci 2005
"
4339," BME 8900 Graduate Teaching Instruction
","20363 001IND (1 - 12)Open17 / 30Shayn Peirce-CottlerTBATBA
"
4340," BME 8999 Master's Research
","16419 001IND (1 - 12)Open0 / 30Coleen McnamaraTBATBA
"
4341," BME 8999 Master's Research
","15338 002IND (1 - 12)Open 4 / 30Silvia BlemkerTBATBA
"
4342," BME 8999 Master's Research
","15633 003IND (1 - 12)Open 0 / 5Song HuTBATBA
"
4343," BME 8999 Master's Research
","15339 004IND (1 - 12)Open 2 / 30Frederick EpsteinTBATBA
"
4344," BME 8999 Master's Research
","15340 005IND (1 - 12)Open 1 / 30Brent FrenchTBATBA
"
4345," BME 8999 Master's Research
","15634 006IND (1 - 12)Open 0 / 5Jaime MataTBATBA
"
4346," BME 8999 Master's Research
","15341 007IND (1 - 12)Open  0 / 30William GuilfordTBATBA
"
4347," BME 8999 Master's Research
","15342 008IND (1 - 12)Open  0 / 30Brian HelmkeTBATBA
"
4348," BME 8999 Master's Research
","15343 009IND (1 - 12)Open 1 / 30Jeffrey HolmesTBATBA
"
4349," BME 8999 Master's Research
","15344 010IND (1 - 12)Open 2 / 30John HossackTBATBA
"
4350," BME 8999 Master's Research
","15345 011IND (1 - 12)Open 3 / 30Kevin JanesTBATBA
"
4351," BME 8999 Master's Research
","15346 012IND (1 - 12)Open 0 / 30Kimberly KellyTBATBA
"
4352," BME 8999 Master's Research
","15638 013IND (1 - 12)Open 1 / 30Peter KassonTBATBA
"
4353," BME 8999 Master's Research
","16302 014IND (1 - 12)Open1 / 30Steven CaliariTBATBA
"
4354," BME 8999 Master's Research
","15347 015IND (1 - 12)Open 1 / 30Craig MeyerTBATBA
"
4355," BME 8999 Master's Research
","15348 016IND (1 - 12)Open 2 / 30Jason PapinTBATBA
"
4356," BME 8999 Master's Research
","15349 017IND (1 - 12)Open 1 / 30Shayn Peirce-CottlerTBATBA
"
4357," BME 8999 Master's Research
","15350 018IND (1 - 12)Open 1 / 30Richard PriceTBATBA
"
4358," BME 8999 Master's Research
","15351 019IND (1 - 12)Open 3 / 30Jeffrey SaucermanTBATBA
"
4359," BME 8999 Master's Research
","15637 020IND (1 - 12)Open 0 / 30Erik HewlettTBATBA
"
4360," BME 8999 Master's Research
","15525 021IND (1 - 12)Open 0 / 30Mark WilliamsTBATBA
"
4361," BME 8999 Master's Research
","15537 022IND (1 - 12)Open 0 / 30Michael SalernoTBATBA
"
4362," BME 8999 Master's Research
","15575 023IND (1 - 12)Open 0 / 30Brant IsaksonTBATBA
"
4363," BME 8999 Master's Research
","16305 024IND (1 - 12)Open0 / 30Chongzhi ZangTBATBA
"
4364," BME 8999 Master's Research
","15748 025IND (1 - 12)Open  0 / 30Gregory GerlingTBATBA
"
4365," BME 8999 Master's Research
","15755 026IND (1 - 12)Open 2 / 30George ChristTBATBA
"
4366," BME 8999 Master's Research
","15803 027IND (1 - 12)Open 0 / 30Eli ZunderTBATBA
"
4367," BME 8999 Master's Research
","15809 028IND (1 - 12)Open 0 / 30Shawn RussellTBATBA
"
4368," BME 8999 Master's Research
","15811 029IND (1 - 12)Open0 / 30Matthew PanzerTBATBA
"
4369," BME 8999 Master's Research
","15933 030IND (1 - 12)Open1 / 30Grady MillerTBATBA
"
4370," BME 8999 Master's Research
","15934 031IND (1 - 12)Open2 / 30Tom BarkerTBATBA
"
4371," BME 8999 Master's Research
","15938 032IND (1 - 12)Open0 / 30Kun QingTBATBA
"
4372," BME 8999 Master's Research
","15940 033IND (1 - 12)Open0 / 30Nathan SheffieldTBATBA
"
4373," BME 8999 Master's Research
","15962 034IND (1 - 12)Open1 / 30Donald GriffinTBATBA
"
4374," BME 8999 Master's Research
","16095 035IND (1 - 12)Open0 / 30Bryan BergerTBATBA
"
4375," BME 8999 Master's Research
","16096 036IND (1 - 12)Open1 / 30Gustavo RohdeTBATBA
"
4376," BME 8999 Master's Research
","16097 037IND (1 - 12)Open2 / 30Mete CivelekTBATBA
"
4377," BME 8999 Master's Research
","16102 038IND (1 - 12)Open 0 / 30Philip BourneTBATBA
"
4378," BME 8999 Master's Research
","16128 039IND (1 - 12)Open 2 / 30Chris HighleyTBATBA
"
4379," BME 8999 Master's Research
","20548 040IND (1 - 12)Open1 / 30Kristen NaegleTBATBA
"
4380," BME 8999 Master's Research
","20818 041IND (1 - 12)Open1 / 30Liheng CaiTBATBA
"
4381," BME 9999 Dissertation
","16296 001IND (1 - 12)Open4 / 30George ChristTBATBA
"
4382," BME 9999 Dissertation
","15352 002IND (1 - 12)Open 1 / 30Stuart BerrTBATBA
"
4383," BME 9999 Dissertation
","15921 003IND (1 - 12)Open 0 / 30Matthew PanzerTBATBA
"
4384," BME 9999 Dissertation
","16126 004IND (1 - 12)Open1 / 30Bryan BergerTBATBA
"
4385," BME 9999 Dissertation
","16127 005IND (1 - 12)Open1 / 30Grady MillerTBATBA
"
4386," BME 9999 Dissertation
","15353 006IND (1 - 12)Open 2 / 30Frederick EpsteinTBATBA
"
4387," BME 9999 Dissertation
","15354 007IND (1 - 12)Open 1 / 30Brent FrenchTBATBA
"
4388," BME 9999 Dissertation
","15355 008IND (1 - 12)Open  0 / 30William GuilfordTBATBA
"
4389," BME 9999 Dissertation
","15356 009IND (1 - 12)Open  0 / 30Brian HelmkeTBATBA
"
4390," BME 9999 Dissertation
","15357 010IND (1 - 12)Open 4 / 30Jeffrey HolmesTBATBA
"
4391," BME 9999 Dissertation
","15358 011IND (1 - 12)Open 2 / 30John HossackTBATBA
"
4392," BME 9999 Dissertation
","15359 012IND (1 - 12)Open 1 / 30Kevin JanesTBATBA
"
4393," BME 9999 Dissertation
","15360 013IND (1 - 12)Open 2 / 30Kimberly KellyTBATBA
"
4394," BME 9999 Dissertation
","15361 014IND (1 - 12)Open 0 / 30Richard KentTBATBA
"
4395," BME 9999 Dissertation
","15362 015IND (1 - 12)Open 0 / 30Alexander KlibanovTBATBA
"
4396," BME 9999 Dissertation
","16264 016IND (1 - 12)Open1 / 30Eli ZunderTBATBA
"
4397," BME 9999 Dissertation
","16271 017IND (1 - 12)Open1 / 30Nathan SheffieldTBATBA
"
4398," BME 9999 Dissertation
","15363 018IND (1 - 12)Open 3 / 30Craig MeyerTBATBA
"
4399," BME 9999 Dissertation
","15364 019IND (1 - 12)Open 0 / 30John MuglerTBATBA
"
4400," BME 9999 Dissertation
","15365 020IND (1 - 12)Open 3 / 30Jason PapinTBATBA
"
4401," BME 9999 Dissertation
","15366 021IND (1 - 12)Open 2 / 30Shayn Peirce-CottlerTBATBA
"
4402," BME 9999 Dissertation
","15367 022IND (1 - 12)Open 4 / 30Richard PriceTBATBA
"
4403," BME 9999 Dissertation
","16265 023IND (1 - 12)Open0 / 30Philip BourneTBATBA
"
4404," BME 9999 Dissertation
","15368 024IND (1 - 12)Open 2 / 30Jeffrey SaucermanTBATBA
"
4405," BME 9999 Dissertation
","15837 025IND (1 - 12)Open1 / 5Thomas LoughranTBATBA
"
4406," BME 9999 Dissertation
","15935 026IND (1 - 12)Open1 / 30Tom BarkerTBATBA
"
4407," BME 9999 Dissertation
","15631 027IND (1 - 12)Open 3 / 30Michael SalernoTBATBA
"
4408," BME 9999 Dissertation
","15369 028IND (1 - 12)Open 0 / 30Mark WilliamsTBATBA
"
4409," BME 9999 Dissertation
","15545 029IND (1 - 12)Open 5 / 30Silvia BlemkerTBATBA
"
4410," BME 9999 Dissertation
","15752 030IND (1 - 12)Open 0 / 30Peter KassonTBATBA
"
4411," BME 9999 Dissertation
","15756 031IND (1 - 12)Open 1 / 30Song HuTBATBA
"
4412," BME 9999 Dissertation
","16303 032IND (1 - 12)Open1 / 30Steven CaliariTBATBA
"
4413," BME 9999 Dissertation
","20426 033IND (1 - 12)Open4 / 30Donald GriffinTBATBA
"
4414," BME 9999 Dissertation
","20650 034IND (1 - 12)Open1 / 30Mete CivelekTBATBA
"
4415," CHE 2202 Thermodynamics
","15080 001Lecture (3)Open44 / 70Joshua ChoiMoWeFr 10:00am - 10:50amMechanical Engr Bldg 339
"
4416," CHE 2216 Modeling and Simulation in Chemical Engineering
","15081 001Lecture (4)Open 44 / 70Gaurav GiriMoWe 8:30am - 9:45amChemical Engineering Bldg 005
"
4417," CHE 3318 Chemical Reaction Engineering
","15082 001Lecture (3)Open49 / 70Robert DavisTuTh 9:30am - 10:45amChemical Engineering Bldg 005
"
4418," CHE 3322 Transport Processes II: Heat and Mass Transfer
","15083 001Lecture (4)Open46 / 70Giorgio CartaMoWeFr 11:00am - 11:50amChemical Engineering Bldg 005
"
4419," CHE 3347 Biochemical Engineering
","15590 001Lecture (3)Open20 / 40George PrpichTuTh 3:30pm - 4:45pmWilsdorf Hall 101
"
4420," CHE 3398 Chemical Engineering Laboratory I
","15559 100Lecture (3)Open47 / 60George PrpichMo 10:00am - 10:50amChemical Engineering Bldg 005
"
4421," CHE 3398 Chemical Engineering Laboratory I
","15182 101Laboratory (0)Open27 / 30Eric Anderson+1Mo 2:00pm - 6:00pmWilsdorf Hall 301
"
4422," CHE 3398 Chemical Engineering Laboratory I
","15183 102Laboratory (0)Open20 / 30Eric Anderson+1We 2:00pm - 6:00pmWilsdorf Hall 301
"
4423," CHE 4417 Tissue Engineering
","13209 001Lecture (3)Open12 / 70Steven CaliariMoWe 2:00pm - 3:15pmChemical Engineering Bldg 005
"
4424," CHE 4442 Applied Surface Chemistry
","16151 001Lecture (3)Open11 / 25David GreenTuTh 2:00pm - 3:15pmMaterials Science Bldg 171
"
4425," CHE 4456 Bioproduct and Bioprocess Engineering
","18184 001Lecture (3)Open20 / 40Michael KingMoWe 2:00pm - 3:15pmWilsdorf Hall 101
"
4426," CHE 4476 Chemical Engineering Design
","15084 001Lecture (3)Open 41 / 70Eric AndersonTuTh 12:30pm - 1:45pmChemical Engineering Bldg 005
"
4427," CHE 4561 Special Topics in Chemical Engineering
","16149 001Lecture (3)Open3 / 36Roseanne FordMoWe 12:30pm - 1:45pmWilsdorf Hall 101
"
4428," CHE 4561 Special Topics in Chemical Engineering
","18181 002Lecture (3)Open23 / 48Chris PaolucciMoWe 8:30am - 9:45amMechanical Engr Bldg 213
"
4429," CHE 4561 Special Topics in Chemical Engineering
","19929 003Lecture (3)Open14 / 25Ronald UnnerstallTuTh 3:30pm - 4:45pmMaterials Science Bldg 171
"
4430," CHE 4995 Chemical Engineering Research
","15691 001IND (1 - 3)Permission0 / 30Roseanne FordTBATBA
"
4431," CHE 4995 Chemical Engineering Research
","20048 002IND (1 - 3)Permission2 / 30Chris PaolucciTBATBA
"
4432," CHE 4995 Chemical Engineering Research
","15450 003IND (1 - 3)Permission0 / 30Robert DavisTBATBA
"
4433," CHE 4995 Chemical Engineering Research
","15626 004IND (1 - 3)Permission3 / 30Gary KoenigTBATBA
"
4434," CHE 4995 Chemical Engineering Research
","20103 005IND (1 - 3)Permission0 / 30Steven CaliariTBATBA
"
4435," CHE 4995 Chemical Engineering Research
","15451 006IND (1 - 3)Permission0 / 30David GreenTBATBA
"
4436," CHE 4995 Chemical Engineering Research
","15452 007IND (1 - 3)Permission0 / 30Joshua ChoiTBATBA
"
4437," CHE 4995 Chemical Engineering Research
","16145 008IND (1 - 3)Permission0 / 30Rachel LetteriTBATBA
"
4438," CHE 4995 Chemical Engineering Research
","15453 009IND (1 - 3)Permission0 / 30Kyle LampeTBATBA
"
4439," CHE 4995 Chemical Engineering Research
","15593 010IND (1 - 3)Permission0 / 30Gary KoenigTBATBA
"
4440," CHE 4995 Chemical Engineering Research
","15763 011IND (1 - 3)Permission2 / 30Gaurav GiriTBATBA
"
4441," CHE 4995 Chemical Engineering Research
","16052 012IND (1 - 3)Permission0 / 30George PrpichTBATBA
"
4442," CHE 4995 Chemical Engineering Research
","15881 013IND (1 - 3)Permission0 / 30Matthew LazzaraTBATBA
"
4443," CHE 4995 Chemical Engineering Research
","16027 014IND (1 - 3)Permission1 / 30Bryan BergerTBATBA
"
4444," CHE 4995 Chemical Engineering Research
","16297 016IND (1 - 3)Permission0 / 30Donald GriffinTBATBA
"
4445," CHE 5456 Bioproduct & Bioprocess Eng
","18185 001Lecture (3)Open3 / 40Michael KingMoWe 2:00pm - 3:15pmWilsdorf Hall 101
"
4446," CHE 5561 Special Topics in Chemical Engineering
","16150 001Lecture (3)Permission1 / 36Roseanne FordMoWe 12:30pm - 1:45pmWilsdorf Hall 101
"
4447," CHE 5561 Special Topics in Chemical Engineering
","16155 002Lecture (3)Open16 / 48Chris PaolucciMoWe 8:30am - 9:45amMechanical Engr Bldg 213
"
4448," CHE 5561 Special Topics in Chemical Engineering
","20543 004Lecture (3)Open0 / 25Ronald UnnerstallTuTh 3:30pm - 4:45pmMaterials Science Bldg 171
"
4449," CHE 5562 Special Topics in Chemical Engineering
","16212 001Lecture (3)Open2 / 70Steven CaliariMoWe 2:00pm - 3:15pmChemical Engineering Bldg 005
"
